,id,code,statDate,pubDate,statDate.1,eps,adjusted_profit,operating_profit,value_change_profit,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual
79,176045,300801.XSHE,2021-12-31,2022-03-08,2021-12-31,1.2893,265741711.52,320802756.36,11616445.59,13.9779,13.3386,11.8964,12.6024,22.2287,85.4782,14.6383,12.6024,0.9077,3.1728,-0.5038,99.4309,3.6004,95.4262,75.1567,11.5383,79.4552,44.4913,,44.4913,,39.9738,,42.629,,42.6688,
80,176046,000589.XSHE,2021-12-31,2022-03-08,2021-12-31,0.4,263340105.46,266508746.09,12826649.49,6.8552,4.8825,3.0321,5.0386,15.7294,96.3687,5.3578,5.0386,3.4163,4.9097,0.4522,68.3922,3.2916,71.2241,115.5491,3.8943,107.2434,7.7922,,7.7922,,-70.9526,,-67.5179,,-67.5235,
81,176047,600481.XSHG,2021-12-31,2022-03-08,2021-12-31,0.19,238229334.08,410611576.54,10757215.85,13.4708,10.3478,5.185,8.8678,27.8356,89.2784,10.4385,8.8678,6.2166,4.6006,1.1713,100.7385,2.6392,76.8162,71.46300000000001,2.3976,22.3621,84.8738,,84.8738,,150.7503,,150.3871,,125.682,
82,176048,300001.XSHE,2021-12-31,2022-03-08,2021-12-31,0.18,104327239.42,140833058.61,98034277.31,3.5952,2.0039,0.9565,1.881,21.4872,98.5083,1.9016,1.881,6.0671,6.4527,2.5846,86.0352,59.8894,55.738,93.1048,3.1472,210.9768,26.4848,,26.4848,,0.5622,,-3.8088,,-8.4036,
83,176050,603901.XSHG,2021-12-31,2022-03-09,2021-12-31,0.58,222179661.76,314589389.42,28580761.12,14.110999999999999,12.0056,6.2934,9.5555,32.1427,88.3797,10.959000000000001,9.5555,7.3442,5.4884,0.9238,106.0635,9.636000000000001,85.0801,100.1649,10.4888,90.2627,34.0184,,34.0184,,54.5203,,50.9075,,53.0474,
84,176051,000586.XSHE,2021-12-31,2022-03-09,2021-12-31,0.1351,22768930.06,34322041.55,247135.55,9.2699,8.074,5.5806,6.2432,30.1749,92.3668,7.4249,6.2432,8.3731,7.3376,0.3894,102.8875,0.7408,87.0992,101.01100000000001,-1.4168,-18.5613,-7.311,,-7.311,,22.9631,,23.2343,,7.2779,
85,176052,000712.XSHE,2021-12-31,2022-03-09,2021-12-31,-0.15,-113378251.55,-521925990.26,390926951.86,-3.9296,-3.3895,-0.6306,-13.9652,,,-12.2622,-13.9652,,110.0654,,,,,,-244.4917,,-39.8412,,-39.8412,,-152.6172,,-194.1408,,-298.9273,
86,176053,300842.XSHE,2021-12-31,2022-03-09,2021-12-31,0.94,105358110.58,133207080.05,-22038339.31,10.6352,11.9284,4.8371,3.3376,10.0598,95.26700000000001,3.245,3.3376,1.6898,0.5954,-0.5557,132.3955,-21.9041,112.1598,91.1802,-9.2166,-194.733,77.9562,,77.9562,,2.3522,,14.435,,14.435,
87,176054,000063.XSHE,2021-12-31,2022-03-09,2021-12-31,1.47,3305900000.0,5629645000.0,2663557000.0,14.3765,6.976,4.4057,6.1437,35.2438,95.0842,7.5760000000000005,6.1437,7.6258,4.7542,0.8408,66.2395,31.3399,48.5238,105.6362,13.7297,279.2987,12.8841,,12.8841,,58.5916,,49.012,,59.9375,
88,176056,603535.XSHG,2021-12-31,2022-03-10,2021-12-31,1.19,162953107.24,197044421.22,5167446.05,9.6572,8.6275,7.0102,14.3934,26.4839,84.4731,15.652999999999999,14.3934,2.5688,5.8038,0.496,91.9688,2.4119,89.3373,103.4232,6.1235,39.4379,10.2202,,10.2202,,2.7439999999999998,,12.6145,,12.8597,
89,176057,605358.XSHG,2021-12-31,2022-03-10,2021-12-31,1.46,583990200.0,693021372.94,-30996846.63,12.7755,12.4283,6.572,24.4885,44.8989,72.7255,26.9172,24.4885,0.703,2.7811,4.1952,101.6454,-4.5463,97.2825,49.044,17.2193,63.1335,69.1668,,69.1668,,185.9826,,189.0466,,197.2422,
90,176058,600063.XSHG,2021-12-31,2022-03-10,2021-12-31,0.51,987862575.71,1161715690.01,38537186.56,16.1153,16.2094,8.5943,12.0692,24.9407,85.6634,14.454,12.0692,0.4577,3.9449,1.1723,105.0885,3.4861,100.5841,97.8839,18.639,130.0098,14.8804,,14.8804,,68.0329,,60.0124,,60.6827,
91,176059,300285.XSHE,2021-12-31,2022-03-10,2021-12-31,0.79,699104394.92,903638206.93,22006576.17,14.8097,13.0207,12.1528,26.7209,45.0352,71.4196,29.8974,26.7209,3.4934,5.2248,0.5078,94.4113,2.2992,87.92,83.81,18.0864,63.2825,24.3674,,24.3674,,32.7623,,36.0043,,38.5681,
92,176060,300304.XSHE,2021-12-31,2022-03-10,2021-12-31,0.27,127032388.95,152650031.54,112340718.94,10.3162,5.6161,8.1984,22.4529,32.7789,86.1144,25.3419,22.4529,3.09,4.8628,0.7942,54.7579,40.2983,54.44,83.854,19.6913,141.8108,30.9424,,30.9424,,18.7779,,20.5563,,18.0849,
93,176061,603025.XSHG,2021-12-31,2022-03-10,2021-12-31,0.39,340058683.74,364648620.87,10331638.49,18.9243,17.9787,16.575,24.2346,41.1599,75.7689,27.3828,24.2346,2.701,4.7556,-1.194,87.6507,2.4834,95.0034,73.8827,16.9261,69.8528,80.7593,,80.7593,,74.78399999999999,,68.3934,,66.9975,
94,176062,000001.XSHE,2021-12-31,2022-03-10,2021-12-31,1.73,36230000000.0,30105000000.0,15643000000.0,9.5674,9.5395,0.7739,21.451999999999998,,,27.1485,21.451999999999998,,28.301,,65.6183,34.0962,99.7083,,-113.7853,-640.2026,10.317,,10.317,,24.5902,,25.6084,,25.6084,
95,176063,001205.XSHE,2021-12-31,2022-03-10,2021-12-31,1.2063,120981798.55,141341508.11,4993095.48,12.6854,11.8088,9.28,21.211,35.6672,76.9319,23.8974,21.211,0.7923,5.1809,2.3409,93.7628,3.3123,93.0897,104.57600000000001,30.3432,131.5375,27.6436,,27.6436,,13.0039,,16.2265,,16.2265,
96,176064,603601.XSHG,2021-12-31,2022-03-10,2021-12-31,0.3461,225618193.87,231779060.45,8880066.8,13.1159,11.8619,8.8583,15.5153,30.9526,85.6901,16.6634,15.5153,2.6929,6.6215,0.8156,85.834,3.2885,90.4385,75.8481,9.1851,64.1873,-14.0385,,-14.0385,,-42.6226,,-36.306,,-30.6402,
97,176065,603860.XSHG,2021-12-31,2022-03-10,2021-12-31,0.57,34111177.25,40888868.92,128865.05,5.5548,5.0149,4.5139,17.8024,48.6267,79.8869,20.7985,17.8024,4.9612,17.8786,-2.0078,96.6407,0.3046,90.2811,102.9212,17.7846,88.4231,13.1245,,13.1245,,6.5681,,4.8491,,7.827999999999999,
98,176066,002552.XSHE,2021-12-31,2022-03-10,2021-12-31,0.02,-2433662.27,-7272233.29,13380780.52,0.9456,-0.3614,0.828,1.8029,13.2198,102.0592,1.5978,1.8029,0.982,8.6478,-0.2271,-112.6045,207.1903,-38.2227,80.9155,14.1225,,-3.6843,,-3.6843,,-69.0915,,-16.0305,,-16.0305,
99,176067,688037.XSHG,2021-12-31,2022-03-10,2021-12-31,0.92,63838961.51,52817085.27,1062529.8,9.1222,7.5289,4.8563,9.3341,38.0822,93.6263,9.1472,9.3341,8.7673,11.159,-0.193,69.5118,1.3984,82.5331,110.2642,-26.3464,-413.3614,151.9526,,151.9526,,109.0451,,58.4104,,58.4104,
100,176068,688600.XSHG,2021-12-31,2022-03-10,2021-12-31,0.36,14134536.84,-17944065.52,16398698.08,5.6253,1.6745,4.4669,8.693999999999999,50.6276,103.1903,5.5572,8.693999999999999,26.2571,5.8684,-0.0857,-45.4815,41.5646,29.7673,83.2288,-5.4554,,34.7924,,34.7924,,-36.7149,,-20.2962,,-19.3247,
101,176069,600552.XSHG,2021-12-31,2022-03-10,2021-12-31,0.2061,61657124.31,298468568.43,-2513744.41,6.0561,2.3717,3.3265,3.9218,16.4759,95.2805,4.4737,3.9218,1.639,2.8654,2.0044,105.7371,-0.8905,39.1623,99.6372,7.7883,165.0231,24.7936,,24.7936,,36.6494,,32.2382,,30.3529,
102,176070,000739.XSHE,2021-12-31,2022-03-10,2021-12-31,0.8108,833083068.11,1001295451.33,66734906.5,20.2218,17.6301,11.4725,10.6854,26.5389,88.8031,12.5171,10.6854,5.0603,5.0822,-0.1599,89.8765,5.9901,87.1836,71.0316,6.8408,61.0957,13.4897,,13.4897,,15.4324,,16.9971,,16.9971,
103,176071,603938.XSHG,2021-12-31,2022-03-10,2021-12-31,1.72,332015672.93,388023447.84,2961639.19,24.1222,23.8606,17.3991,20.9467,33.8387,75.7314,24.548000000000002,20.9467,0.8916,3.2015,-0.0089,99.4805,0.7593,98.9156,88.318,15.9199,65.5987,58.8933,,58.8933,,244.5589,,246.3451,,244.7628,
104,176072,300929.XSHE,2021-12-31,2022-03-10,2021-12-31,0.91,65733386.18,77700307.86,6561106.39,11.0376,9.8948,4.558,11.4654,26.4754,87.7561,13.419,11.4654,1.186,5.5924,3.7749,91.2681,7.7068,89.647,66.0909,-10.4787,-85.5831,8.0254,,8.0254,,0.5475,,0.9789,,1.055,
105,176073,600989.XSHG,2021-12-31,2022-03-10,2021-12-31,0.97,7335511226.86,8433156034.82,-36003.7,24.9881,25.925,17.1448,30.3453,42.207,63.8061,36.1399,30.3453,0.2559,2.5655,1.1104,103.8475,-0.0004,103.7492,83.4071,27.8448,76.9323,46.2854,,46.2854,,52.0995,,52.9479,,52.9479,
106,176074,002273.XSHE,2021-12-31,2022-03-10,2021-12-31,0.34,368583916.75,371305444.76,75702933.32,6.4606,5.3853,5.3173,12.1075,23.8052,90.2529,13.091,12.1075,1.2551,6.1624,-0.6751,74.7749,15.2453,83.3562,96.5733,18.6105,190.9329,18.178,,18.178,,-5.6983,,0.0749,,-0.2708,
107,176075,688357.XSHG,2021-12-31,2022-03-10,2021-12-31,4.76,245782797.05,283098713.88,10453249.69,25.0489,22.3546,19.2321,31.3801,46.5402,67.7434,34.5537,31.3801,2.6919999999999997,5.9808,-0.2249,89.0877,3.2895,89.2439,79.3922,44.1838,136.9759,94.3629,,94.3629,,106.1209,,116.2238,,116.2238,
108,176077,600603.XSHG,2021-12-31,2022-03-10,2021-12-31,0.48,510832623.53,910322062.36,19382616.11,9.4371,8.4147,3.6559,17.7003,44.1985,72.5588,23.0451,17.7003,4.4499,2.7754,1.7877,119.3617,2.5415,89.1662,133.3978,40.2544,146.6931,-24.5101,,-24.5101,,-32.8955,,-30.5494,,-30.4623,
109,176078,000707.XSHE,2021-12-31,2022-03-10,2021-12-31,0.9105,421517188.32,425586106.35,-4686586.0,282.6504,281.9128,16.1931,13.7937,22.2434,86.109,13.8578,13.7937,1.3133,2.0456,2.177,101.3467,-1.1159999999999999,99.73899999999999,76.8891,19.0342,137.026,71.6567,,71.6567,,185.6912,,187.8915,,187.9778,
110,176079,000026.XSHE,2021-12-31,2022-03-10,2021-12-31,0.9036,369418754.83,516509096.49,3754939.39,13.3435,12.7097,9.5423,7.3966,37.3413,90.15,9.6379,7.3966,20.022000000000002,4.9893,0.6613,102.8231,0.7475,95.2502,111.7091,10.4362,105.9515,23.5727,,23.5727,,35.8915,,31.8705,,31.8668,
111,176080,002346.XSHE,2021-12-31,2022-03-10,2021-12-31,1.02,96942130.11,-8444028.47,510338569.3,19.958,4.3204,10.9304,60.9542,21.2877,101.2256,72.0309,60.9542,2.1417,11.4069,4.4708,-1.7198,103.943,21.6474,82.6465,13.8199,,13.9847,,13.9847,,174.8972,,150.7761,,178.3277,
112,176081,000915.XSHE,2021-12-31,2022-03-11,2021-12-31,1.62,356264194.12,772846002.36,26775051.92,18.1195,16.9759,18.4604,34.7435,68.8957,61.8751,40.3584,34.7435,18.3474,7.5772,-0.6989,94.12100000000001,3.2608,93.689,120.7469,37.2866,97.8012,11.3182,,11.3182,,33.5212,,32.2091,,30.7838,
113,176082,002056.XSHE,2021-12-31,2022-03-11,2021-12-31,0.6888,903600011.98,1037463734.43,108798748.77,17.5867,14.183,9.5629,8.8813,18.1718,91.771,9.8435,8.8813,1.4994,3.4582,-0.0812,84.5658,8.8684,80.6466,99.4346,10.196,123.9035,55.5359,,55.5359,,8.1162,,10.3051,,10.5443,
114,176083,688690.XSHG,2021-12-31,2022-03-11,2021-12-31,0.4974,172158700.0,192654651.52,10756864.54,23.8483,21.8283,19.5204,41.9708,83.8942,56.8375,47.6946,41.9708,14.8449,10.6506,-1.0041,90.5198,5.0542,91.5301,95.5217,35.3008,81.7857,117.7376,,117.7376,,153.2867,,156.97,,158.7461,
115,176084,301122.XSHE,2021-12-31,2022-03-11,2021-12-31,1.85,125366249.94,146618720.8,199937.98,29.381,28.1859,24.0143,29.5625,43.8614,66.8322,34.3539,29.5625,0.8713,4.5012,0.4596,96.6232,0.1318,95.9325,99.6086,36.207,109.1633,-12.466,,-12.466,,-6.7427,,-4.6337,,-4.6337,
116,176085,300871.XSHE,2021-12-31,2022-03-11,2021-12-31,0.8,115223691.93,134232751.36,4404087.79,8.8636,7.6867,5.9132,13.337,27.1749,86.5257,15.1601,13.337,4.7333,4.2071,-0.4399,88.9947,2.9199,86.72200000000001,105.3087,15.630999999999998,116.0063,28.1376,,28.1376,,-14.4402,,-11.5151,,-11.5151,
117,176086,603303.XSHG,2021-12-31,2022-03-11,2021-12-31,0.6871,234152835.86,288752628.05,51546490.52,10.9514,7.8244,6.9319,6.2178,13.7538,94.524,5.5979,6.2178,2.8642,3.0718,-0.7715,79.0959,14.1198,71.4468,93.6168,-1.9806,-36.1689,16.9839,,16.9839,,-7.7268,,-4.5517,,-4.1885,
118,176087,000708.XSHE,2021-12-31,2022-03-11,2021-12-31,1.58,7820919337.45,10035518919.7,-231181788.3,26.0083,25.5777,9.8086,8.1787,17.1234,89.6894,9.8102,8.1787,0.5466,1.6131,0.488,105.5932,-2.4325,98.3442,81.1793,13.2995,128.9886,27.5843,,27.5843,,26.8347,,31.8894,,31.8366,
119,176088,002320.XSHE,2021-12-31,2022-03-11,2021-12-31,0.1193,239899689.6,359525454.47,304607.01,6.6873,6.0338,5.084,20.4129,40.6514,74.3032,23.4782,20.4129,1.3033,12.3054,-1.1601,106.5595,0.0903,90.2273,110.7959,40.6701,158.2691,30.4253,,30.4253,,11.5246,,14.5117,,6.6075,
120,176089,000062.XSHE,2021-12-31,2022-03-11,2021-12-31,0.8447,867261713.04,1384233965.27,24562193.82,15.1046,14.8281,7.4457,4.5651,11.389000000000001,93.9396,5.8839999999999995,4.5651,2.6158,1.3599,0.5,103.7591,1.8411,98.1695,98.92,-4.0787,-67.3,39.8604,,39.8604,,52.1667,,44.8712,,41.4616,
121,176090,600433.XSHG,2021-12-31,2022-03-11,2021-12-31,0.08,688374.46,629382197.83,6548098.62,3.5495,0.0176,6.0538,5.364,18.6785,91.4923,6.3812,5.364,1.1634,3.4543,0.1624,134.3993,1.3983,0.4963,88.5932,15.8558,186.3712,13.855,,13.855,,-3.3091,,-13.0805,,-56.3765,
122,176091,688018.XSHG,2021-12-31,2022-03-11,2021-12-31,2.4775,172699580.93,178790585.03,25304010.18,11.4561,9.9707,10.0249,14.3127,39.6016,87.1037,15.0295,14.3127,3.0162,4.0022,-0.1668,85.8208,12.1461,87.03399999999999,104.8597,2.2693,17.5965,66.7742,,66.7742,,88.6364,,90.7006,,90.7006,
123,176092,605208.XSHG,2021-12-31,2022-03-11,2021-12-31,1.29,142234090.06,229527396.16,47245907.71,13.9853,8.7504,8.806000000000001,6.9102,13.0657,93.0228,8.9143,6.9102,0.4513,3.1431,0.6052,78.7589,16.2117,62.5688,113.7073,-4.8619,-69.6829,22.0107,,22.0107,,27.788,,31.233,,31.233,
124,176093,600212.XSHG,2021-12-31,2022-03-11,2021-12-31,-0.0392,-1805867.32,-14390496.44,-64944.0,-8.2692,-0.7439,-6.5611,-8.2682,14.2676,105.9269,-8.2095,-8.2682,0.0395,18.6082,-0.028999999999999998,,,,40.3785,-11.6242,,-12.2839,,-12.2839,,-200.3108,,-202.734,,-202.734,
125,176094,000408.XSHE,2021-12-31,2022-03-11,2021-12-31,0.73,1357924600.53,1615479534.88,227865894.47,16.4337,15.6345,14.7894,39.400999999999996,58.8258,55.4055,49.5832,39.400999999999996,1.252,6.754,-0.281,95.3129,13.444,95.1367,95.2374,56.1812,125.9823,90.3136,,90.3136,,429.2972,,523.5989,,523.5989,
126,176095,605299.XSHG,2021-12-31,2022-03-11,2021-12-31,0.28,102473679.58,147475713.47,6937919.45,8.9869,7.9532,6.0515,7.4131,28.2012,90.5586,9.6827,7.4131,8.1908,6.7406,0.2148,99.3101,4.672,88.4975,110.1744,6.9479,73.5898,5.2521,,5.2521,,-16.3446,,-15.4492,,-15.4492,
127,176096,600830.XSHG,2021-12-31,2022-03-11,2021-12-31,0.04,4090027.32,97716611.34,33681632.53,0.7953,0.1957,0.9942,20.069000000000003,75.7604,62.5493,32.1502,12.3895,1.494,41.3472,-3.3028,136.7591,47.1391,24.6116,102.329,-374.3002,-617.0067,41.9433,,88.111,,1492.3074,,402.3493,,174.43099999999998,
128,176097,300751.XSHE,2021-12-31,2022-03-11,2021-12-31,6.26,596916547.75,573505129.09,2431934.33,16.8758,15.6711,8.6892,20.2506,38.3029,81.4723,20.352,20.2506,6.3607,2.9824,-0.8715,88.6882,0.3761,92.8616,92.838,21.2309,114.5899,35.4395,,35.4395,,61.9392,,62.0081,,62.9684,
129,176098,601016.XSHG,2021-12-31,2022-03-11,2021-12-31,0.154,755963507.85,1025295778.5,4428246.76,7.4918,7.3788,2.2171,22.7106,55.2085,71.0279,25.8457,22.7106,,5.2823,20.0509,113.38600000000001,0.4897,98.492,79.0103,59.3955,205.0091,32.6816,,32.6816,,17.5918,,20.8273,,24.2205,
130,176099,600992.XSHG,2021-12-31,2022-03-11,2021-12-31,0.1266,21545717.8,11323195.97,8639984.92,2.1376,1.4842,0.9907,1.2269,10.7911,99.5523,1.4254,1.2269,5.7835,1.9373,0.5311,31.45,23.9974,69.4314,56.1732,0.2579,57.5948,18.7367,,18.7367,,3.8547,,2.7995,,2.7995,
131,176100,002419.XSHE,2021-12-31,2022-03-11,2021-12-31,0.1948,-88371392.61,-70011920.29,110844328.4,4.2971,-1.636,0.9351,1.9022,39.2368,100.5707,2.9168,1.9022,32.7077,3.1685,2.5855,-21.0782,33.3715,-38.0729,162.4286,22.2856,,3.9688,,3.9688,,6.7978,,-9.0879,,-8.4109,
132,176101,688617.XSHG,2021-12-31,2022-03-11,2021-12-31,3.19,167584797.74,180408193.86,32819934.52,18.5771,14.9732,14.9782,23.5132,69.4887,78.2297,26.8499,23.5132,23.6892,6.6512,0.0774,81.429,14.8136,80.6002,116.1605,21.8887,100.5438,72.8463,,72.8463,,86.2782,,87.0064,,87.6954,
133,176102,688363.XSHG,2021-12-31,2022-03-11,2021-12-31,1.63,663336045.63,781836058.75,28040493.65,14.5975,12.3771,11.7325,15.6748,78.0658,84.1982,18.3022,15.6748,49.2378,6.1238,-0.01,87.8271,3.1499,84.7893,107.3531,25.7906,163.2132,87.9329,,87.9329,,19.6163,,20.2392,,21.1346,
134,176103,600306.XSHG,2021-12-31,2022-03-12,2021-12-31,-0.5931,-108129728.46,-100773995.58,3253407.02,,,-7.5681,-69.3662,54.6337,166.1591,-67.426,-69.3662,3.3538,25.2108,72.9548,,,,334.2792,19.0544,,-20.6361,,-20.6361,,20.2612,,29.1459,,29.1528,
135,176104,600761.XSHG,2021-12-31,2022-03-12,2021-12-31,0.86,501928874.92,770343649.44,69249612.76,11.2673,8.921,7.3362,5.0933,16.0984,95.0032,5.6909,5.0933,3.3716,2.5755,-0.0399,85.5839,7.6935,79.1756,79.2338,4.2001,84.0556,20.4743,,20.4743,,-7.9509,,-5.8827,,-13.3966,
136,176105,603477.XSHG,2021-12-31,2022-03-12,2021-12-31,0.53,307698107.46,331633720.21,12330242.67,8.7071,10.345,5.1719,8.9388,18.9909,88.8823,9.9374,8.9388,1.2729,4.1549,1.5981,119.4546,4.4414,118.8107,97.4338,5.2032,46.8012,107.2639,,107.2639,,6.7273,,99.7313,,102.8415,
137,176106,600211.XSHG,2021-12-31,2022-03-12,2021-12-31,0.84,66693827.12,567191426.75,146473011.17,8.0261,2.562,6.3148,9.9611,89.5623,73.4782,12.0079,9.9611,54.0035,4.6507,0.3156,222.5576,57.4739,31.9204,97.3169,17.139,64.6222,55.7482,,55.7482,,-45.6068,,-49.3591,,-50.0263,
138,176107,605028.XSHG,2021-12-31,2022-03-12,2021-12-31,1.28,171130031.92,193309991.55,886790.91,23.8886,23.3036,20.7646,44.4425,65.3207,51.0269,52.1956,44.4425,0.1298,12.5049,-0.7811,94.3571,0.4329,97.5509,103.3029,53.9606,110.1842,31.9584,,31.9584,,44.5034,,44.7339,,44.7339,
139,176108,002198.XSHE,2021-12-31,2022-03-12,2021-12-31,0.0029,282064.41,30118963.52,1121824.96,0.2161,0.0413,0.1829,0.257,75.3086,94.7593,0.9358,0.257,57.1312,8.8313,-0.2566,517.2230000000001,19.2647,19.0936,110.0747,9.0132,171.9851,5.5045,,5.5045,,-77.6409,,-92.5535,,-92.5535,
140,176109,002817.XSHE,2021-12-31,2022-03-12,2021-12-31,0.27,48301265.66,53133518.21,3112137.38,7.2404,6.1475,5.643,14.6287,32.0009,86.0135,16.3217,14.6287,8.1001,7.5124,-1.7911,85.8878,5.0306,84.9062,88.9318,22.6616,162.0247,18.9292,,18.9292,,21.7013,,27.4891,,25.7031,
141,176110,600113.XSHG,2021-12-31,2022-03-12,2021-12-31,1.59,115586062.97,170558603.59,-6340058.35,36.5292,6.4723,25.8927,100.434,40.9108,73.5731,110.9332,100.434,4.1374,9.1047,-0.8297,19.5577,-0.727,17.7183,131.134,39.0272,147.6797,18.6412,,18.6412,,1133.2711,,1967.0656,,1762.9004,
142,176111,603103.XSHG,2021-12-31,2022-03-12,2021-12-31,0.02,-44580147.47,-23881078.57,16163729.71,0.812,-2.6484,0.304,0.5776,15.8559,101.0093,0.4515,0.5776,4.6423,3.2659,5.5487,-80.8028,54.6907,-326.1754,103.4333,27.5797,,139.0613,,139.0613,,101.9699,,102.8373,,102.8443,
143,176112,600050.XSHG,2021-12-31,2022-03-12,2021-12-31,0.20600000000000002,6451519911.0,17185873474.0,4337778247.0,4.2472,4.3455,2.4522,4.3971,24.5517,94.7581,5.3975,4.3971,9.8252,7.5581,0.0295,96.5101,24.3595,102.3163,107.398,34.1528,651.5327,7.9043,,7.9043,,13.5052,,15.1,,14.2023,
144,176113,000795.XSHE,2021-12-31,2022-03-12,2021-12-31,0.11900000000000001,102877240.35,96131664.62,29563193.37,5.6245,4.2726,2.3248,2.6042,15.6083,97.4434,3.7806,2.6042,2.2894,5.1104,0.6102,73.9883,22.7535,75.9653,95.17,-3.4481,-134.8673,44.5506,,44.5506,,84.3111,,32.1224,,32.6174,
145,176114,688536.XSHG,2021-12-31,2022-03-14,2021-12-31,5.54,368991312.52,373044546.13,60407727.89,15.4289,12.8358,14.5275,33.4504,60.5293,71.8658,33.6024,33.4504,4.263,4.9054,-0.2443,83.8142,13.5722,83.1932,98.6575,18.2315,64.8022,134.0646,,134.0646,,146.132,,141.3246,,141.3246,
146,176115,300211.XSHE,2021-12-31,2022-03-14,2021-12-31,0.094,26220305.97,27796661.15,1956394.85,6.0247,5.55,5.1112,11.3999,27.1685,88.8671,12.3926,11.3999,0.8111,6.7172,-2.7484,89.9298,6.3295,92.1198,75.7862,15.7491,141.4648,206.8315,,206.8315,,186.4705,,208.3554,,208.3554,
147,176116,002777.XSHE,2021-12-31,2022-03-14,2021-12-31,0.7,202824949.31,269891722.46,12651817.48,16.36,15.1862,10.0083,17.8438,56.1073,79.333,19.4235,17.8438,12.4704,9.9773,-0.4007,106.1233,4.9748,92.8251,98.7743,15.5006,75.0016,13.2086,,13.2086,,7.231,,8.297,,17.0887,
148,176117,600873.XSHG,2021-12-31,2022-03-14,2021-12-31,0.76,2041299835.72,2582259800.9,285881421.04,23.8599,20.715999999999998,11.9062,10.4049,19.3369,88.6926,12.5726,10.4049,1.8679,3.24,0.7748,91.4022,10.1191,86.8235,102.8948,16.0686,142.1066,33.9445,,33.9445,,142.0832,,136.3309,,139.4032,
149,176119,002233.XSHE,2021-12-31,2022-03-15,2021-12-31,1.57,1603687410.38,2119582774.0,330161526.81,16.5691,14.47,13.8998,23.822,37.2177,72.5208,31.866999999999997,23.822,1.0028,7.5186,-0.5369,87.5342,13.635,87.3314,112.8668,28.4866,103.6661,9.4618,,9.4618,,2.3337,,3.0466,,3.0396,
150,176120,300848.XSHE,2021-12-31,2022-03-15,2021-12-31,0.89,98507755.78,110699934.78,14725404.92,14.2531,11.7842,8.7533,9.1946,15.7272,91.4699,10.1149,9.1946,0.8821,2.0739,-0.38799999999999996,84.5705,11.2496,82.6777,101.9908,12.4086,145.4679,71.465,,71.465,,12.9569,,16.9478,,16.7743,
151,176121,002916.XSHE,2021-12-31,2022-03-15,2021-12-31,3.02,1271642082.9,1553868642.8,10053001.41,18.5567,15.9373,9.6159,10.6211,23.7083,88.8552,11.597999999999999,10.6211,1.6692,3.8958,0.7688,96.5587,0.6247,85.8848,89.7109,16.7962,150.7085,20.1894,,20.1894,,-0.4833,,3.466,,3.533,
152,176122,002728.XSHE,2021-12-31,2022-03-15,2021-12-31,0.62,113083086.36,155076202.91,6307260.27,10.8378,9.6565,5.8727,16.7402,53.0343,79.5457,18.5409,16.7402,15.6609,7.5471,3.1661,105.4228,4.2878,89.0997,100.7579,33.8734,165.6055,19.8303,,19.8303,,141.4392,,189.6568,,189.6568,
153,176123,605339.XSHG,2021-12-31,2022-03-15,2021-12-31,0.92,353673699.86,445018470.71,957454.44,14.327,13.7542,10.5243,12.8453,31.1245,84.5103,16.0247,12.8453,7.3554,5.4769,-0.7395,96.8718,0.2084,96.0014,121.6125,7.4107,47.8427,23.7079,,23.7079,,13.2088,,13.3422,,13.2688,
154,176124,600746.XSHG,2021-12-31,2022-03-15,2021-12-31,2.1108,2398016803.26,2880659052.45,14529584.51,52.8216,52.7337,45.0645,30.0118,41.6804,64.0079,35.5109,30.0118,0.1092,1.6325,-0.1378,101.8692,0.5138,99.8335,90.4783,29.2575,81.2887,110.8901,,110.8901,,833.9686,,938.4464,,938.4464,
155,176125,600058.XSHG,2021-12-31,2022-03-15,2021-12-31,0.31,334115768.31,1107310722.01,-292796373.28,6.8964,4.8109,2.1742,0.5577,3.1037,98.7347,0.9257,0.5576,0.0944,1.3795,0.2378,140.8648,-37.2476,69.759,101.7262,1.0661,84.2496,29.9894,,29.9901,,85.5436,,84.1933,,78.26,
156,176126,000050.XSHE,2021-12-31,2022-03-15,2021-12-31,0.6276,687017436.92,1681933705.18,-9697039.16,4.5074,2.0076,2.0033,4.846,18.3381,94.7158,5.0979,4.846,1.0685,3.175,1.7794,101.2732,-0.5839,44.5405,103.3207,15.8753,300.4279,8.8821,,8.8821,,0.4422,,4.6073,,4.6073,
157,176127,603093.XSHG,2021-12-31,2022-03-15,2021-12-31,0.4,246038870.26,206374107.28,67198175.07,8.8674,8.9562,0.9263,2.3073,,,3.2242,2.3073,,5.5773,,62.0466,20.2032,101.0018,,47.053000000000004,2397.3606,6.0469,,6.0469,,180.497,,162.0136,,158.6702,
